isco08_code,ISCO-08 Title EN,soc_code,2010 SOC Title,Occupation Title,Language Modeling AIOE,isco_major_group
3116,Chemical engineering technicians,17-3029,"Engineering Technicians, Except Drafters, All Other","Engineering Technicians, Except Drafters, All Other",0.4695767195767196,3
3117,Mining and metallurgical technicians,17-3029,"Engineering Technicians, Except Drafters, All Other","Engineering Technicians, Except Drafters, All Other",0.4695767195767196,3
3117,Mining and metallurgical technicians,19-4041,Geological and Petroleum Technicians,Geological and Petroleum Technicians,0.48333333333333334,3
3118,Draughtspersons,17-3011,Architectural and Civil Drafters,Architectural and Civil Drafters,0.6370370370370371,3
3118,Draughtspersons,17-3012,Electrical and Electronics Drafters,Electrical and Electronics Drafters,0.6693121693121693,3
3118,Draughtspersons,17-3013,Mechanical Drafters,Mechanical Drafters,0.5915343915343916,3
3119,Physical and engineering science technicians not elsewhere classified,17-3025,Environmental Engineering Technicians,Environmental Engineering Technicians,0.4576719576719576,3
3119,Physical and engineering science technicians not elsewhere classified,17-3026,Industrial Engineering Technicians,Industrial Engineering Technicians,0.5822751322751323,3
3119,Physical and engineering science technicians not elsewhere classified,17-3029,"Engineering Technicians, Except Drafters, All Other","Engineering Technicians, Except Drafters, All Other",0.4695767195767196,3
3119,Physical and engineering science technicians not elsewhere classified,19-4051,Nuclear Technicians,Nuclear Technicians,0.46640211640211643,3
3119,Physical and engineering science technicians not elsewhere classified,19-4099,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and Social Science Technicians, All Other",0.5370370370370371,3
3119,Physical and engineering science technicians not elsewhere classified,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,0.3222222222222222,3
3119,Physical and engineering science technicians not elsewhere classified,33-2021,Fire Inspectors and Investigators,Fire Inspectors and Investigators,0.45026455026455026,3
3119,Physical and engineering science technicians not elsewhere classified,33-2022,Forest Fire Inspectors and Prevention Specialists,Forest Fire Inspectors and Prevention Specialists,0.39999999999999997,3
3119,Physical and engineering science technicians not elsewhere classified,53-6041,Traffic Technicians,Traffic Technicians,0.5246031746031746,3
3123,Construction supervisors,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,First-Line Supervisors of Construction Trades and Extraction Workers,0.3952380952380953,3
3131,Power production plant operators,51-8011,Nuclear Power Reactor Operators,Nuclear Power Reactor Operators,0.5986772486772486,3
3131,Power production plant operators,51-8012,Power Distributors and Dispatchers,Power Distributors and Dispatchers,0.5584656084656084,3
3131,Power production plant operators,51-8013,Power Plant Operators,Power Plant Operators,0.3738095238095238,3
3132,Incinerator and water treatment plant operators,51-8031,Water and Wastewater Treatment Plant and System Operators,Water and Wastewater Treatment Plant and System Operators,0.34259259259259256,3
3132,Incinerator and water treatment plant operators,51-8099,"Plant and System Operators, All Other","Plant and System Operators, All Other",0.27592592592592596,3
3132,Incinerator and water treatment plant operators,53-7072,"Pump Operators, Except Wellhead Pumpers","Pump Operators, Except Wellhead Pumpers",0.23333333333333334,3
3133,Chemical processing plant controllers,51-8091,Chemical Plant and System Operators,Chemical Plant and System Operators,0.3423280423280423,3
3134,Petroleum and natural gas refining plant operators,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.31825396825396823,3
3134,Petroleum and natural gas refining plant operators,53-7071,Gas Compressor and Gas Pumping Station Operators,Gas Compressor and Gas Pumping Station Operators,0.25952380952380955,3
3134,Petroleum and natural gas refining plant operators,53-7072,"Pump Operators, Except Wellhead Pumpers","Pump Operators, Except Wellhead Pumpers",0.23333333333333334,3
3135,Metal production process controllers,51-4051,Metal-Refining Furnace Operators and Tenders,Metal-Refining Furnace Operators and Tenders,0.1455026455026455,3
3139,Process control technicians not elsewhere classified,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",0.40026455026455027,3
3141,Life science technicians (excluding medical),19-4091,"Environmental Science and Protection Technicians, Including Health","Environmental Science and Protection Technicians, Including Health",0.45264550264550263,3
3142,Agricultural technicians,19-4011,Agricultural and Food Science Technicians,Agricultural and Food Science Technicians,0.4775132275132275,3
3143,Forestry technicians,19-4093,Forest and Conservation Technicians,Forest and Conservation Technicians,0.2891534391534391,3
3151,Ships' engineers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,3
3151,Ships' engineers,53-5031,Ship Engineers,Ship Engineers,0.3404761904761905,3
3152,Ships' deck officers and pilots,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,3
3152,Ships' deck officers and pilots,53-5021,"Captains, Mates, and Pilots of Water Vessels","Captains, Mates, and Pilots of Water Vessels",0.28068783068783065,3
3153,Aircraft pilots and related associate professionals,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,3
3153,Aircraft pilots and related associate professionals,53-2011,"Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, and Flight Engineers",0.28994708994708995,3
3153,Aircraft pilots and related associate professionals,53-2012,Commercial Pilots,Commercial Pilots,0.32010582010582006,3
3154,Air traffic controllers,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,3
3154,Air traffic controllers,53-2021,Air Traffic Controllers,Air Traffic Controllers,0.6619047619047619,3
3155,Air traffic safety electronics technicians,17-3023,Electrical and Electronics Engineering Technicians,Electrical and Electronic Engineering Technicians,0.5111111111111111,3
3211,Medical imaging and therapeutic equipment technicians,29-1124,Radiation Therapists,Radiation Therapists,0.40687830687830684,3
3211,Medical imaging and therapeutic equipment technicians,29-2032,Diagnostic Medical Sonographers,Diagnostic Medical Sonographers,0.41798941798941797,3
3211,Medical imaging and therapeutic equipment technicians,29-2033,Nuclear Medicine Technologists,Nuclear Medicine Technologists,0.48439153439153443,3
3211,Medical imaging and therapeutic equipment technicians,29-2034,Radiologic Technologists ,Radiologic Technologists,0.3833333333333333,3
3212,Medical and pathology laboratory technicians ,29-2011,Medical and Clinical Laboratory Technologists,Medical and Clinical Laboratory Technologists,0.4793650793650793,3
3212,Medical and pathology laboratory technicians ,29-2012,Medical and Clinical Laboratory Technicians,Medical and Clinical Laboratory Technicians,0.41560846560846565,3
3213,Pharmaceutical technicians and assistants,29-2052,Pharmacy Technicians,Pharmacy Technicians,0.48439153439153443,3
3221,Nursing associate professionals,29-2061,Licensed Practical and Licensed Vocational Nurses,Licensed Practical and Licensed Vocational Nurses,0.41164021164021164,3
3222,Midwifery associate professionals,29-9099,"Healthcare Practitioners and Technical Workers, All Other","Healthcare Practitioners and Technical Workers, All Other",0.5642857142857143,3
3230,Traditional and complementary medicine associate professionals,29-9099,"Healthcare Practitioners and Technical Workers, All Other","Healthcare Practitioners and Technical Workers, All Other",0.5642857142857143,3
3240,Veterinary technicians and assistants,29-2056,Veterinary Technologists and Technicians,Veterinary Technologists and Technicians,0.41587301587301584,3
3240,Veterinary technicians and assistants,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,Veterinary Assistants and Laboratory Animal Caretakers,0.3343915343915344,3
3251,Dental assistants and therapists,29-2021,Dental Hygienists,Dental Hygienists,0.3973544973544974,3
3251,Dental assistants and therapists,31-9091,Dental Assistants,Dental Assistants,0.39894179894179893,3
3254,Dispensing opticians,29-2081,"Opticians, Dispensing","Opticians, Dispensing",0.4981481481481481,3
3255,Physiotherapy technicians and assistants,31-2021,Physical Therapist Assistants,Physical Therapist Assistants,0.42513227513227514,3
3256,Medical assistants,29-2057,Ophthalmic Medical Technicians,Ophthalmic Medical Technicians,0.5124338624338625,3
3256,Medical assistants,31-9092,Medical Assistants,Medical Assistants,0.5529100529100528,3
3257,Environmental and occupational health inspectors and associates,29-9012,Occupational Health and Safety Technicians,Occupational Health and Safety Technicians,0.5775132275132275,3
3257,Environmental and occupational health inspectors and associates,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,3
3257,Environmental and occupational health inspectors and associates,53-6051,Transportation Inspectors,Transportation Inspectors,0.40634920634920635,3
3259,Health associate professionals not elsewhere classified,29-2031,Cardiovascular Technologists and Technicians,Cardiovascular Technologists and Technicians,0.4558201058201058,3
3259,Health associate professionals not elsewhere classified,29-2051,Dietetic Technicians,Dietetic Technicians,0.4566137566137566,3
3259,Health associate professionals not elsewhere classified,29-2053,Psychiatric Technicians,Psychiatric Technicians,0.4902116402116402,3
3259,Health associate professionals not elsewhere classified,29-2054,Respiratory Therapy Technicians,Respiratory Therapy Technicians,0.46719576719576716,3
3259,Health associate professionals not elsewhere classified,29-2055,Surgical Technologists,Surgical Technologists,0.34708994708994706,3
3259,Health associate professionals not elsewhere classified,29-2099,"Health Technologists and Technicians, All Other","Health Technologists and Technicians, All Other",0.4161375661375661,3
3259,Health associate professionals not elsewhere classified,29-9099,"Healthcare Practitioners and Technical Workers, All Other","Healthcare Practitioners and Technical Workers, All Other",0.5642857142857143,3
3259,Health associate professionals not elsewhere classified,31-2011,Occupational Therapy Assistants,Occupational Therapy Assistants,0.47063492063492063,3
3259,Health associate professionals not elsewhere classified,31-9099,"Healthcare Support Workers, All Other","Healthcare Support Workers, All Other",0.557142857142857,3
3311,Securities and finance dealers and brokers,41-1012,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,0.8235449735449735,3
3311,Securities and finance dealers and brokers,41-3031,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents",0.8238095238095238,3
3313,Accounting associate professionals,43-3031,"Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, and Auditing Clerks",0.7068783068783069,3
3314,"Statistical, mathematical and related associate professionals",15-2091,Mathematical Technicians,Mathematical Technicians,0.6063492063492064,3
3314,"Statistical, mathematical and related associate professionals",19-4061,Social Science Research Assistants,Social Science Research Assistants,0.7883597883597883,3
3314,"Statistical, mathematical and related associate professionals",43-9111,Statistical Assistants,Statistical Assistants,0.769047619047619,3
3315,Valuers and loss assessors,13-1031,"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Examiners, and Investigators",0.783068783068783,3
3315,Valuers and loss assessors,13-1032,"Insurance Appraisers, Auto Damage","Insurance Appraisers, Auto Damage",0.6444444444444444,3
3315,Valuers and loss assessors,13-2021,Appraisers and Assessors of Real Estate,Appraisers and Assessors of Real Estate,0.6566137566137566,3
3321,Insurance representatives,13-2053,Insurance Underwriters,Insurance Underwriters,0.8243386243386243,3
3321,Insurance representatives,41-1012,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,0.8235449735449735,3
3321,Insurance representatives,41-3021,Insurance Sales Agents,Insurance Sales Agents,0.867989417989418,3
3322,Commercial sales representatives,41-1012,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,0.8235449735449735,3
3323,Buyers,13-1021,"Buyers and Purchasing Agents, Farm Products","Buyers and Purchasing Agents, Farm Products",0.6854497354497354,3
3323,Buyers,13-1022,"Wholesale and Retail Buyers, Except Farm Products","Wholesale and Retail Buyers, Except Farm Products",0.6997354497354497,3
3323,Buyers,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.8862433862433862,3
3324,Trade brokers,41-1012,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,0.8235449735449735,3
3324,Trade brokers,41-3031,"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents",0.8238095238095238,3
3332,Conference and event planners,13-1121,"Meeting, Convention, and Event Planners","Meeting, Convention, and Event Planners",0.6261904761904762,3
3333,Employment agents and contractors,13-1071,Human Resources Specialists,Human Resources Specialists,0.9023809523809523,3
3334,Real estate agents and property managers,11-9141,"Property, Real Estate, and Community Association Managers","Property, Real Estate, and Community Association Managers",0.8119047619047618,3
3334,Real estate agents and property managers,41-1012,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,0.8235449735449735,3
3334,Real estate agents and property managers,41-9021,Real Estate Brokers,Real Estate Brokers,0.847089947089947,3
3334,Real estate agents and property managers,41-9022,Real Estate Sales Agents,Real Estate Sales Agents,0.6759259259259259,3
3339,Business services agents not elsewhere classified,13-1051,Cost Estimators,Cost Estimators,0.7904761904761904,3
3339,Business services agents not elsewhere classified,13-1199,"Business Operations Specialists, All Other","Business Operations Specialists, All Other",0.7351851851851852,3
3339,Business services agents not elsewhere classified,13-2099,"Financial Specialists, All Other","Financial Specialists, All Other",0.821957671957672,3
3339,Business services agents not elsewhere classified,41-1012,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,0.8235449735449735,3
3339,Business services agents not elsewhere classified,41-3011,Advertising Sales Agents,Advertising Sales Agents,0.7873015873015873,3
3339,Business services agents not elsewhere classified,41-3041,Travel Agents,Travel Agents,0.8285714285714285,3
3342,Legal secretaries,43-6012,Legal Secretaries,Legal Secretaries,0.7944444444444444,3
3343,Administrative and executive secretaries,23-2091,Court Reporters,Court Reporters,0.7293650793650793,3
3343,Administrative and executive secretaries,43-6011,Executive Secretaries and Executive Administrative Assistants,Executive Secretaries and Executive Administrative Assistants,0.783068783068783,3
3344,Medical secretaries,31-9094,Medical Transcriptionists,Medical Transcriptionists,0.8068783068783068,3
3344,Medical secretaries,43-6013,Medical Secretaries,Medical Secretaries,0.8338624338624339,3
3351,Customs and border inspectors,13-1041,Compliance Officers,Compliance Officers,0.6417989417989418,3
3351,Customs and border inspectors,33-1012,First-Line Supervisors of Police and Detectives,First-Line Supervisors of Police and Detectives,0.43862433862433864,3
3351,Customs and border inspectors,33-3051,Police and Sheriff's Patrol Officers,Police and Sheriff's Patrol Officers,0.32116402116402115,3
3352,Government tax and excise officials,13-2081,"Tax Examiners and Collectors, and Revenue Agents","Tax Examiners and Collectors, and Revenue Agents",0.821957671957672,3
3353,Government social benefits officials,13-1041,Compliance Officers,Compliance Officers,0.6417989417989418,3
3353,Government social benefits officials,43-4061,"Eligibility Interviewers, Government Programs","Eligibility Interviewers, Government Programs",0.8653439153439153,3
3354,Government licensing officials,13-1041,Compliance Officers,Compliance Officers,0.6417989417989418,3
3354,Government licensing officials,43-4031,"Court, Municipal, and License Clerks","Court, Municipal, and License Clerks",0.843915343915344,3
3355,Police inspectors and detectives,33-1012,First-Line Supervisors of Police and Detectives,First-Line Supervisors of Police and Detectives,0.43862433862433864,3
3355,Police inspectors and detectives,33-3021,Detectives and Criminal Investigators,Detectives and Criminal Investigators,0.5304232804232804,3
3411,Legal and related associate professionals,23-1012,Judicial Law Clerks,Judicial Law Clerks,0.8907407407407407,3
3411,Legal and related associate professionals,23-2011,Paralegals and Legal Assistants,Paralegals and Legal Assistants,0.8431216931216932,3
3411,Legal and related associate professionals,23-2093,"Title Examiners, Abstractors, and Searchers","Title Examiners, Abstractors, and Searchers",0.8566137566137566,3
3411,Legal and related associate professionals,33-9021,Private Detectives and Investigators,Private Detectives and Investigators,0.6531746031746032,3
3411,Legal and related associate professionals,33-9031,Gaming Surveillance Officers and Gaming Investigators,Gaming Surveillance Officers and Gaming Investigators,0.6050264550264549,3
3412,Social work associate professionals,21-1093,Social and Human Service Assistants,Social and Human Service Assistants,0.6378306878306877,3
3421,Athletes and sports players,27-2021,Athletes and Sports Competitors,Athletes and Sports Competitors,0.1492063492063492,3
3422,"Sports coaches, instructors and officials",27-2022,Coaches and Scouts,Coaches and Scouts,0.5748677248677249,3
3422,"Sports coaches, instructors and officials",27-2023,"Umpires, Referees, and Other Sports Officials","Umpires, Referees, and Other Sports Officials",0.4521164021164021,3
3423,Fitness and recreation instructors and program leaders,29-9091,Athletic Trainers,Athletic Trainers,0.46534391534391534,3
3423,Fitness and recreation instructors and program leaders,39-9031,Fitness Trainers and Aerobics Instructors,Fitness Trainers and Aerobics Instructors,0.15793650793650799,3
3431,Photographers,27-4021,Photographers,Photographers,0.3894179894179894,3
3432,Interior designers and decorators,27-1025,Interior Designers,Interior Designers,0.707936507936508,3
3432,Interior designers and decorators,27-1027,Set and Exhibit Designers,Set and Exhibit Designers,0.4481481481481482,3
3434,Chefs,35-1011,Chefs and Head Cooks,Chefs and Head Cooks,0.44497354497354497,3
3434,Chefs,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,First-Line Supervisors of Food Preparation and Serving Workers,0.4507936507936508,3
3435,Other artistic and cultural associate professionals,39-3092,Costume Attendants,Costume Attendants,0.41216931216931213,3
3511,Information and communications technology operations technicians,43-9011,Computer Operators,Computer Operators,0.5984126984126984,3
3514,Web technicians,15-1142,Network and Computer Systems Administrators,Network and Computer Systems Administrators,0.6161375661375661,3
3521,Broadcasting and audio-visual technicians,27-4011,Audio and Video Equipment Technicians,Audio and Video Equipment Technicians,0.4587301587301587,3
3521,Broadcasting and audio-visual technicians,27-4031,"Camera Operators, Television, Video, and Motion Picture","Camera Operators, Television, Video, and Motion Picture",0.32407407407407407,3
3522,Telecommunications engineering technicians,17-3023,Electrical and Electronics Engineering Technicians,Electrical and Electronic Engineering Technicians,0.5111111111111111,3
4110,General office clerks,43-3061,Procurement Clerks,Procurement Clerks,0.911111111111111,4
4120,Secretaries (general),43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.8222222222222222,4
4131,Typists and word processing operators,43-9022,Word Processors and Typists,Word Processors and Typists,0.6246031746031746,4
4132,Data entry clerks,43-9021,Data Entry Keyers,Data Entry Keyers,0.535978835978836,4
4211,Bank tellers and related clerks,43-3071,Tellers,Tellers,0.6044973544973545,4
4212,"Bookmakers, croupiers and related gaming workers",39-1011,Gaming Supervisors,Gaming Supervisors,0.7589947089947089,4
4212,"Bookmakers, croupiers and related gaming workers",39-1012,Slot Supervisors,Slot Supervisors,0.49761904761904757,4
4212,"Bookmakers, croupiers and related gaming workers",39-3011,Gaming Dealers,Gaming Dealers,0.4984126984126984,4
4212,"Bookmakers, croupiers and related gaming workers",39-3012,Gaming and Sports Book Writers and Runners,Gaming and Sports Book Writers and Runners,0.587037037037037,4
4212,"Bookmakers, croupiers and related gaming workers",43-3041,Gaming Cage Workers,Gaming Cage Workers,0.6216931216931216,4
4214,Debt-collectors and related workers,43-3011,Bill and Account Collectors,Bill and Account Collectors,0.8264550264550264,4
4221,Travel consultants and clerks,41-1012,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers,0.8235449735449735,4
4221,Travel consultants and clerks,41-3041,Travel Agents,Travel Agents,0.8285714285714285,4
4221,Travel consultants and clerks,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation and Transportation Ticket Agents and Travel Clerks,0.6023809523809524,4
4222,Contact centre information clerks,43-4051,Customer Service Representatives,Customer Service Representatives,0.7751322751322751,4
4223,Telephone switchboard operators,43-2021,Telephone Operators,Telephone Operators,0.864021164021164,4
4224,Hotel receptionists,43-4081,"Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, and Resort Desk Clerks",0.6785714285714285,4
4225,Enquiry clerks,43-4171,Receptionists and Information Clerks,Receptionists and Information Clerks,0.7637566137566137,4
4226,Receptionists (general),43-4171,Receptionists and Information Clerks,Receptionists and Information Clerks,0.7637566137566137,4
4311,Accounting and bookkeeping clerks,43-3031,"Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, and Auditing Clerks",0.7068783068783069,4
4312,"Statistical, finance and insurance clerks",43-4011,Brokerage Clerks,Brokerage Clerks,0.7619047619047619,4
4312,"Statistical, finance and insurance clerks",43-4041,"Credit Authorizers, Checkers, and Clerks","Credit Authorizers, Checkers, and Clerks",0.8994708994708995,4
4312,"Statistical, finance and insurance clerks",43-4141,New Accounts Clerks,New Accounts Clerks,0.8082010582010581,4
4313,Payroll clerks,43-3051,Payroll and Timekeeping Clerks,Payroll and Timekeeping Clerks,0.7960317460317461,4
4321,Stock clerks,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.3970899470899471,4
4323,Transport clerks,43-5032,"Dispatchers, Except Police, Fire, and Ambulance","Dispatchers, Except Police, Fire, and Ambulance",0.7888888888888889,4
4411,Library clerks,43-4121,"Library Assistants, Clerical","Library Assistants, Clerical",0.5634920634920634,4
4412,Mail carriers and sorting clerks,43-5021,Couriers and Messengers,Couriers and Messengers,0.24656084656084656,4
4412,Mail carriers and sorting clerks,43-5051,Postal Service Clerks,Postal Service Clerks,0.41534391534391535,4
4412,Mail carriers and sorting clerks,43-5052,Postal Service Mail Carriers,Postal Service Mail Carriers,0.23465608465608467,4
4412,Mail carriers and sorting clerks,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators","Postal Service Mail Sorters, Processors, and Processing Machine Operators",0.22407407407407412,4
4412,Mail carriers and sorting clerks,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service",0.3023809523809524,4
4413,"Coding, proof-reading and related clerks",43-9081,Proofreaders and Copy Markers,Proofreaders and Copy Markers,0.8703703703703703,4
4415,Filing and copying clerks,43-4071,File Clerks,File Clerks,0.553968253968254,4
4419,Clerical support workers not elsewhere classified,43-4151,Order Clerks,Order Clerks,0.6917989417989419,4
5111,Travel attendants and travel stewards,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,5
5111,Travel attendants and travel stewards,53-2031,Flight Attendants,Flight Attendants,0.39391534391534394,5
5111,Travel attendants and travel stewards,53-6061,"Transportation Attendants, Except Flight Attendants ","Transportation Attendants, Except Flight Attendants",0.4592592592592593,5
5112,Transport conductors,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,5
5112,Transport conductors,53-6061,"Transportation Attendants, Except Flight Attendants ","Transportation Attendants, Except Flight Attendants",0.4592592592592593,5
5113,Travel guides,39-7011,Tour Guides and Escorts,Tour Guides and Escorts,0.6851851851851851,5
5113,Travel guides,39-7012,Travel Guides,Travel Guides,0.6367724867724868,5
5120,Cooks,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,First-Line Supervisors of Food Preparation and Serving Workers,0.4507936507936508,5
5120,Cooks,35-2012,"Cooks, Institution and Cafeteria","Cooks, Institution and Cafeteria",0.34259259259259256,5
5120,Cooks,35-2013,"Cooks, Private Household","Cooks, Private Household",0.32142857142857145,5
5120,Cooks,35-2014,"Cooks, Restaurant","Cooks, Restaurant",0.2896825396825397,5
5120,Cooks,35-2015,"Cooks, Short Order","Cooks, Short Order",0.3404761904761905,5
5132,Bartenders,35-3011,Bartenders,Bartenders,0.3817460317460317,5
5141,Hairdressers,39-5011,Barbers,Barbers,0.3468253968253968,5
5141,Hairdressers,39-5012,"Hairdressers, Hairstylists, and Cosmetologists","Hairdressers, Hairstylists, and Cosmetologists",0.3275132275132275,5
5142,Beauticians and related workers,39-5012,"Hairdressers, Hairstylists, and Cosmetologists","Hairdressers, Hairstylists, and Cosmetologists",0.3275132275132275,5
5142,Beauticians and related workers,39-5091,"Makeup Artists, Theatrical and Performance","Makeup Artists, Theatrical and Performance",0.35899470899470903,5
5142,Beauticians and related workers,39-5092,Manicurists and Pedicurists,Manicurists and Pedicurists,0.4695767195767196,5
5142,Beauticians and related workers,39-5093,Shampooers,Shampooers,0.35793650793650794,5
5142,Beauticians and related workers,39-5094,Skincare Specialists,Skincare Specialists,0.4806878306878307,5
5153,Building caretakers,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.20132275132275135,5
5163,Undertakers and embalmers,39-4011,Embalmers,Embalmers,0.31666666666666665,5
5163,Undertakers and embalmers,39-4021,Funeral Attendants,Funeral Attendants,0.4486772486772487,5
5163,Undertakers and embalmers,39-4031,"Morticians, Undertakers and Funeral Directors","Morticians, Undertakers, and Funeral Directors",0.4603174603174603,5
5164,Pet groomers and animal care workers,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,Veterinary Assistants and Laboratory Animal Caretakers,0.3343915343915344,5
5169,Personal services workers not elsewhere classified,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.5386243386243386,5
5169,Personal services workers not elsewhere classified,39-9032,Recreation Workers,Recreation Workers,0.5161375661375661,5
5169,Personal services workers not elsewhere classified,39-9041,Residential Advisors,Residential Advisors,0.6785714285714285,5
5211,Stall and market salespersons,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",0.8902116402116402,5
5212,Street food salespersons,35-3041,"Food Servers, Nonrestaurant","Food Servers, Nonrestaurant",0.3727513227513227,5
5212,Street food salespersons,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",0.8902116402116402,5
5221,Shopkeepers,11-1021,General and Operations Managers,General and Operations Managers,0.6698412698412698,5
5222,Shop supervisors,41-1011,First-Line Supervisors of Retail Sales Workers,First-Line Supervisors of Retail Sales Workers,0.5436507936507936,5
5223,Shop sales assistants,41-2022,Parts Salespersons,Parts Salespersons,0.48677248677248675,5
5223,Shop sales assistants,41-2031,Retail Salespersons,Retail Salespersons,0.584920634920635,5
5230,Cashiers and ticket clerks,41-2012,Gaming Change Persons and Booth Cashiers,Gaming Change Persons and Booth Cashiers,0.4629629629629629,5
5241,Fashion and other models,41-9012,Models,Models,0.3574074074074074,5
5243,Door to door salespersons,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",0.8902116402116402,5
5244,Contact centre salespersons,41-9041,Telemarketers,Telemarketers,1.0,5
5245,Service station attendants,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,0.5084656084656085,5
5246,Food service counter attendants,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food","Combined Food Preparation and Serving Workers, Including Fast Food",0.40899470899470897,5
5249,Sales workers not elsewhere classified,41-2021,Counter and Rental Clerks,Counter and Rental Clerks,0.5283068783068783,5
5311,Child care workers,39-9011,Childcare Workers,Childcare Workers,0.4462962962962963,5
5322,Home-based personal care workers,31-1011,Home Health Aides,Home Health Aides,0.3833333333333333,5
5322,Home-based personal care workers,39-9021,Personal Care Aides,Personal Care Aides,0.43597883597883597,5
5329,Personal care workers in health services not elsewhere classified,31-2012,Occupational Therapy Aides,Occupational Therapy Aides,0.396031746031746,5
5329,Personal care workers in health services not elsewhere classified,31-9091,Dental Assistants,Dental Assistants,0.39894179894179893,5
5329,Personal care workers in health services not elsewhere classified,31-9099,"Healthcare Support Workers, All Other","Healthcare Support Workers, All Other",0.557142857142857,5
5411,Fire-fighters,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,0.3222222222222222,5
